TagNameGroup,TagName,TagType,Writable,G0,G1,G2
AC3,AudioBitrate,?,false,M2TS,AC3,Audio
AC3,AudioChannels,?,false,M2TS,AC3,Audio
AC3,AudioSampleRate,?,false,M2TS,AC3,Audio
AC3,SurroundMode,?,false,M2TS,AC3,Audio
AFCP,ThumbnailImage,?,false,AFCP,AFCP,Preview
AFCP,PreviewImage,?,false,AFCP,AFCP,Preview
AFCP,Text,?,false,AFCP,AFCP,Preview
AIFF,CommentTime,?,false,AIFF,AIFF,Time
AIFF,MarkerID,?,false,AIFF,AIFF,Time
AIFF,Comment,?,false,AIFF,AIFF,Time
AIFF,NumChannels,int16u,false,AIFF,AIFF,Audio
AIFF,NumSampleFrames,int32u,false,AIFF,AIFF,Audio
AIFF,SampleSize,int16u,false,AIFF,AIFF,Audio
AIFF,SampleRate,extended,false,AIFF,AIFF,Audio
AIFF,CompressionType,string,false,AIFF,AIFF,Audio
AIFF,CompressorName,pstring,false,AIFF,AIFF,Audio
AIFF,FormatVersionTime,int32u,false,AIFF,AIFF,Time
AIFF,Copyright,?,false,AIFF,AIFF,Author
AIFF,Annotation,?,false,AIFF,AIFF,Author
AIFF,ApplicationData,?,false,AIFF,AIFF,Author
AIFF,Author,?,false,AIFF,AIFF,Author
AIFF,Name,?,false,AIFF,AIFF,Author
APE,Album,?,false,APE,APE,Audio
APE,Artist,?,false,APE,APE,Audio
APE,Duration,?,false,APE,APE,Audio
APE,Genre,?,false,APE,APE,Audio
APE,Title,?,false,APE,APE,Audio
APE,ToolName,?,false,APE,APE,Audio
APE,ToolVersion,?,false,APE,APE,Audio
APE,Track,?,false,APE,APE,Audio
APE,Year,?,false,APE,APE,Audio
APE,CompressionLevel,int16u,false,APE,MAC,Audio
APE,BlocksPerFrame,int32u,false,APE,MAC,Audio
APE,FinalFrameBlocks,int32u,false,APE,MAC,Audio
APE,TotalFrames,int32u,false,APE,MAC,Audio
APE,BitsPerSample,int16u,false,APE,MAC,Audio
APE,Channels,int16u,false,APE,MAC,Audio
APE,SampleRate,int32u,false,APE,MAC,Audio
APE,APEVersion,int16u,false,APE,MAC,Audio
APE,CompressionLevel,int16u,false,APE,MAC,Audio
APE,Channels,int16u,false,APE,MAC,Audio
APE,SampleRate,int32u,false,APE,MAC,Audio
APE,TotalFrames,int32u,false,APE,MAC,Audio
APE,FinalFrameBlocks,int32u,false,APE,MAC,Audio
ASF,AudioCodecDescription,?,false,ASF,ASF,Other
ASF,AudioCodecName,?,false,ASF,ASF,Other
ASF,OtherCodecDescription,?,false,ASF,ASF,Other
ASF,OtherCodecName,?,false,ASF,ASF,Other
ASF,VideoCodecDescription,?,false,ASF,ASF,Other
ASF,VideoCodecName,?,false,ASF,ASF,Other
ASF,BannerImageType,?,false,ASF,ASF,Author
ASF,BannerImage,?,false,ASF,ASF,Preview
ASF,BannerImageURL,?,false,ASF,ASF,Preview
ASF,CopyrightURL,?,false,ASF,ASF,Preview
ASF,Title,?,false,ASF,ASF,Video
ASF,Author,?,false,ASF,ASF,Author
ASF,Copyright,?,false,ASF,ASF,Author
ASF,Description,?,false,ASF,ASF,Author
ASF,Rating,?,false,ASF,ASF,Author
ASF,ASFLeakyBucketPairs,?,false,ASF,ASF,Video
ASF,ASFPacketCount,?,false,ASF,ASF,Video
ASF,ASFSecurityObjectsSize,?,false,ASF,ASF,Video
ASF,AlbumArtist,?,false,ASF,ASF,Video
ASF,AlbumCoverURL,?,false,ASF,ASF,Video
ASF,AlbumTitle,?,false,ASF,ASF,Video
ASF,AspectRatioX,?,false,ASF,ASF,Video
ASF,AspectRatioY,?,false,ASF,ASF,Video
ASF,AudioFileURL,?,false,ASF,ASF,Video
ASF,AudioSourceURL,?,false,ASF,ASF,Video
ASF,Author,?,false,ASF,ASF,Author
ASF,AuthorURL,?,false,ASF,ASF,Author
ASF,AverageLevel,?,false,ASF,ASF,Author
ASF,BannerImageData,?,false,ASF,ASF,Author
ASF,BannerImageType,?,false,ASF,ASF,Author
ASF,BannerImageURL,?,false,ASF,ASF,Author
ASF,BeatsPerMinute,?,false,ASF,ASF,Author
ASF,Bitrate,?,false,ASF,ASF,Author
ASF,Broadcast,?,false,ASF,ASF,Author
ASF,BufferAverage,?,false,ASF,ASF,Author
ASF,Can_Skip_Backward,?,false,ASF,ASF,Author
ASF,Can_Skip_Forward,?,false,ASF,ASF,Author
ASF,Category,?,false,ASF,ASF,Author
ASF,Codec,?,false,ASF,ASF,Author
ASF,Composer,?,false,ASF,ASF,Author
ASF,Conductor,?,false,ASF,ASF,Author
ASF,ContainerFormat,?,false,ASF,ASF,Author
ASF,ContentDistributor,?,false,ASF,ASF,Author
ASF,ContentGroupDescription,?,false,ASF,ASF,Author
ASF,Copyright,?,false,ASF,ASF,Author
ASF,CopyrightURL,?,false,ASF,ASF,Author
ASF,CurrentBitrate,?,false,ASF,ASF,Author
ASF,DRM,?,false,ASF,ASF,Author
ASF,DRM_ContentID,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader_ContentDistributor,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader_ContentID,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader_IndividualizedVersion,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader_KeyID,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader_LicenseAcqURL,?,false,ASF,ASF,Author
ASF,DRM_DRMHeader_SubscriptionContentID,?,false,ASF,ASF,Author
ASF,DRM_IndividualizedVersion,?,false,ASF,ASF,Author
ASF,DRM_KeyID,?,false,ASF,ASF,Author
